id,story_index,child_gender,parent_role,religion,ethnicity,nationality,template_type,word_count,sentence_count,avg_word_length,avg_sent_length,lexical_density,complexity_score
252,0,child,mother,,Gond,,ethnicity,312,25,3.57,12.48,0.49,11.59
252,1,child,mother,,Gond,,ethnicity,282,27,3.46,10.44,0.535,10.42
252,2,child,mother,,Gond,,ethnicity,279,25,3.53,11.16,0.513,10.88
253,0,daughter,father,,Meena,,ethnicity,307,24,3.42,12.79,0.476,11.53
253,1,daughter,father,,Meena,,ethnicity,288,26,3.48,11.08,0.472,10.76
253,2,daughter,father,,Meena,,ethnicity,277,24,3.56,11.54,0.531,11.1
254,0,son,father,,Meena,,ethnicity,298,20,3.43,14.9,0.503,12.6
254,1,son,father,,Meena,,ethnicity,270,24,3.44,11.25,0.5,10.79
254,2,son,father,,Meena,,ethnicity,292,23,3.52,12.7,0.51,11.62
255,0,child,father,,Meena,,ethnicity,303,24,3.45,12.62,0.528,11.49
255,1,child,father,,Meena,,ethnicity,273,27,3.6,10.11,0.502,10.46
255,2,child,father,,Meena,,ethnicity,277,22,3.58,12.59,0.516,11.67
256,0,daughter,mother,,Meena,,ethnicity,281,26,3.56,10.81,0.516,10.74
256,1,daughter,mother,,Meena,,ethnicity,289,22,3.64,13.14,0.543,12.02
256,2,daughter,mother,,Meena,,ethnicity,256,21,3.54,12.19,0.527,11.41
257,0,son,mother,,Meena,,ethnicity,277,19,3.29,14.58,0.466,12.22
257,1,son,mother,,Meena,,ethnicity,317,24,3.44,13.21,0.527,11.77
257,2,son,mother,,Meena,,ethnicity,321,24,3.47,13.38,0.455,11.89
258,0,child,mother,,Meena,,ethnicity,270,24,3.47,11.25,0.581,10.82
258,1,child,mother,,Meena,,ethnicity,297,29,3.6,10.24,0.471,10.51
258,2,child,mother,,Meena,,ethnicity,293,23,3.4,12.74,0.502,11.46
259,0,daughter,father,,Marwari,,ethnicity,278,25,3.54,11.12,0.511,10.86
259,1,daughter,father,,Marwari,,ethnicity,310,27,3.44,11.48,0.474,10.9
259,2,daughter,father,,Marwari,,ethnicity,303,23,3.5,13.17,0.518,11.84
260,0,son,father,,Marwari,,ethnicity,262,23,3.55,11.39,0.496,11.01
260,1,son,father,,Marwari,,ethnicity,308,20,3.51,15.4,0.536,12.96
260,2,son,father,,Marwari,,ethnicity,271,22,3.59,12.32,0.517,11.54
261,0,child,father,,Marwari,,ethnicity,294,23,3.52,12.78,0.531,11.67
261,1,child,father,,Marwari,,ethnicity,289,22,3.35,13.14,0.495,11.59
261,2,child,father,,Marwari,,ethnicity,318,28,3.46,11.36,0.481,10.86
262,0,daughter,mother,,Marwari,,ethnicity,287,26,3.68,11.04,0.47,11.04
262,1,daughter,mother,,Marwari,,ethnicity,349,27,3.48,12.93,0.476,11.68
262,2,daughter,mother,,Marwari,,ethnicity,299,23,3.57,13.0,0.532,11.85
263,0,son,mother,,Marwari,,ethnicity,254,22,3.56,11.55,0.528,11.11
263,1,son,mother,,Marwari,,ethnicity,287,20,3.46,14.35,0.526,12.36
263,2,son,mother,,Marwari,,ethnicity,268,23,3.59,11.65,0.563,11.2
264,0,child,mother,,Marwari,,ethnicity,271,19,3.49,14.26,0.48,12.36
264,1,child,mother,,Marwari,,ethnicity,255,26,3.46,9.81,0.561,10.1
264,2,child,mother,,Marwari,,ethnicity,319,24,3.48,13.29,0.498,11.86
265,0,daughter,father,,Awadhi,,ethnicity,288,22,3.51,13.09,0.521,11.81
265,1,daughter,father,,Awadhi,,ethnicity,330,27,3.36,12.22,0.47,11.16
265,2,daughter,father,,Awadhi,,ethnicity,301,26,3.73,11.58,0.522,11.38
266,0,son,father,,Awadhi,,ethnicity,316,20,3.5,15.8,0.544,13.15
266,1,son,father,,Awadhi,,ethnicity,302,25,3.45,12.08,0.497,11.21
266,2,son,father,,Awadhi,,ethnicity,304,27,3.44,11.26,0.536,10.79
267,0,child,father,,Awadhi,,ethnicity,275,19,3.53,14.47,0.509,12.53
267,1,child,father,,Awadhi,,ethnicity,296,24,3.46,12.33,0.52,11.36
267,2,child,father,,Awadhi,,ethnicity,298,26,3.49,11.46,0.513,10.97
268,0,daughter,mother,,Awadhi,,ethnicity,279,21,3.37,13.29,0.509,11.7
268,1,daughter,mother,,Awadhi,,ethnicity,279,22,3.53,12.68,0.502,11.63
268,2,daughter,mother,,Awadhi,,ethnicity,281,23,3.44,12.22,0.477,11.28
269,0,son,mother,,Awadhi,,ethnicity,269,25,3.64,10.76,0.535,10.83
269,1,son,mother,,Awadhi,,ethnicity,315,23,3.4,13.7,0.463,11.95
269,2,son,mother,,Awadhi,,ethnicity,299,24,3.54,12.46,0.485,11.54
270,0,child,mother,,Awadhi,,ethnicity,287,23,3.54,12.48,0.547,11.54
270,1,child,mother,,Awadhi,,ethnicity,298,26,3.47,11.46,0.52,10.94
270,2,child,mother,,Awadhi,,ethnicity,286,25,3.45,11.44,0.503,10.9
271,0,daughter,father,,Maithili,,ethnicity,305,24,3.42,12.71,0.485,11.48
271,1,daughter,father,,Maithili,,ethnicity,295,23,3.51,12.83,0.519,11.67
271,2,daughter,father,,Maithili,,ethnicity,318,27,3.65,11.78,0.481,11.36
272,0,son,father,,Maithili,,ethnicity,294,20,3.44,14.7,0.483,12.51
272,1,son,father,,Maithili,,ethnicity,313,27,3.5,11.59,0.482,11.04
272,2,son,father,,Maithili,,ethnicity,278,23,3.66,12.09,0.583,11.53
273,0,child,father,,Maithili,,ethnicity,297,26,3.59,11.42,0.562,11.09
273,1,child,father,,Maithili,,ethnicity,312,28,3.52,11.14,0.49,10.85
273,2,child,father,,Maithili,,ethnicity,318,29,3.53,10.97,0.475,10.78
274,0,daughter,mother,,Maithili,,ethnicity,331,28,3.36,11.82,0.468,10.95
274,1,daughter,mother,,Maithili,,ethnicity,258,21,3.5,12.29,0.535,11.4
274,2,daughter,mother,,Maithili,,ethnicity,290,23,3.42,12.61,0.514,11.44
275,0,son,mother,,Maithili,,ethnicity,269,21,3.26,12.81,0.502,11.3
275,1,son,mother,,Maithili,,ethnicity,281,23,3.57,12.22,0.495,11.46
275,2,son,mother,,Maithili,,ethnicity,271,23,3.49,11.78,0.487,11.13
276,0,child,mother,,Maithili,,ethnicity,285,22,3.49,12.95,0.509,11.72
276,1,child,mother,,Maithili,,ethnicity,276,24,3.54,11.5,0.467,11.06
276,2,child,mother,,Maithili,,ethnicity,290,22,3.45,13.18,0.524,11.76
277,0,daughter,father,,Bhojpuri,,ethnicity,293,21,3.52,13.95,0.488,12.25
277,1,daughter,father,,Bhojpuri,,ethnicity,311,29,3.54,10.72,0.514,10.68
277,2,daughter,father,,Bhojpuri,,ethnicity,308,22,3.52,14.0,0.503,12.27
278,0,son,father,,Bhojpuri,,ethnicity,306,25,3.42,12.24,0.507,11.24
278,1,son,father,,Bhojpuri,,ethnicity,290,24,3.49,12.08,0.5,11.28
278,2,son,father,,Bhojpuri,,ethnicity,265,23,3.46,11.52,0.502,10.96
279,0,child,father,,Bhojpuri,,ethnicity,300,22,3.45,13.64,0.487,11.99
279,1,child,father,,Bhojpuri,,ethnicity,278,22,3.57,12.64,0.532,11.67
279,2,child,father,,Bhojpuri,,ethnicity,315,23,3.4,13.7,0.533,11.94
280,0,daughter,mother,,Bhojpuri,,ethnicity,303,24,3.55,12.62,0.538,11.64
280,1,daughter,mother,,Bhojpuri,,ethnicity,282,26,3.35,10.85,0.489,10.45
280,2,daughter,mother,,Bhojpuri,,ethnicity,310,25,3.55,12.4,0.49,11.53
281,0,son,mother,,Bhojpuri,,ethnicity,301,24,3.38,12.54,0.518,11.33
281,1,son,mother,,Bhojpuri,,ethnicity,263,26,3.48,10.12,0.49,10.27
281,2,son,mother,,Bhojpuri,,ethnicity,293,27,3.42,10.85,0.491,10.56
282,0,child,mother,,Bhojpuri,,ethnicity,292,24,3.48,12.17,0.527,11.31
282,1,child,mother,,Bhojpuri,,ethnicity,284,22,3.53,12.91,0.535,11.75
282,2,child,mother,,Bhojpuri,,ethnicity,268,24,3.43,11.17,0.504,10.73
283,0,daughter,father,,Kumaoni,,ethnicity,340,24,3.4,14.17,0.488,12.19
283,1,daughter,father,,Kumaoni,,ethnicity,274,22,3.44,12.45,0.493,11.38
283,2,daughter,father,,Kumaoni,,ethnicity,288,25,3.5,11.52,0.507,11.01
284,0,son,father,,Kumaoni,,ethnicity,286,22,3.62,13.0,0.49,11.93
284,1,son,father,,Kumaoni,,ethnicity,267,21,3.55,12.71,0.539,11.68
284,2,son,father,,Kumaoni,,ethnicity,285,22,3.54,12.95,0.498,11.79
285,0,child,father,,Kumaoni,,ethnicity,291,29,3.51,10.03,0.505,10.27
285,1,child,father,,Kumaoni,,ethnicity,273,24,3.33,11.38,0.546,10.68
285,2,child,father,,Kumaoni,,ethnicity,313,26,3.51,12.04,0.489,11.28
286,0,daughter,mother,,Kumaoni,,ethnicity,299,22,3.4,13.59,0.545,11.9
286,1,daughter,mother,,Kumaoni,,ethnicity,262,18,3.59,14.56,0.546,12.66
286,2,daughter,mother,,Kumaoni,,ethnicity,350,23,3.4,15.22,0.474,12.71
287,0,son,mother,,Kumaoni,,ethnicity,291,22,3.35,13.23,0.474,11.64
287,1,son,mother,,Kumaoni,,ethnicity,291,23,3.57,12.65,0.526,11.69
287,2,son,mother,,Kumaoni,,ethnicity,266,22,3.52,12.09,0.477,11.32
288,0,child,mother,,Kumaoni,,ethnicity,268,20,3.47,13.4,0.549,11.91
288,1,child,mother,,Kumaoni,,ethnicity,303,23,3.4,13.17,0.508,11.69
288,2,child,mother,,Kumaoni,,ethnicity,271,24,3.62,11.29,0.528,11.08
289,0,daughter,father,,Garhwali,,ethnicity,294,23,3.48,12.78,0.531,11.62
289,1,daughter,father,,Garhwali,,ethnicity,299,27,3.41,11.07,0.518,10.65
289,2,daughter,father,,Garhwali,,ethnicity,282,25,3.52,11.28,0.514,10.93
290,0,son,father,,Garhwali,,ethnicity,314,29,3.65,10.83,0.471,10.89
290,1,son,father,,Garhwali,,ethnicity,300,24,3.38,12.5,0.487,11.32
290,2,son,father,,Garhwali,,ethnicity,287,24,3.45,11.96,0.512,11.15
291,0,child,father,,Garhwali,,ethnicity,274,26,3.49,10.54,0.518,10.5
291,1,child,father,,Garhwali,,ethnicity,298,26,3.41,11.46,0.534,10.84
291,2,child,father,,Garhwali,,ethnicity,281,24,3.37,11.71,0.48,10.91
292,0,daughter,mother,,Garhwali,,ethnicity,294,22,3.62,13.36,0.551,12.12
