factor,factor_value,rank,word,pearson_correlation,word_count
ethnicity,Jharkhand,12,energy,0.12511151791987923,11
ethnicity,Jharkhand,13,meera,0.12454412426580916,72
ethnicity,Jharkhand,14,forest,0.12110214954694194,227
ethnicity,Jharkhand,15,cheerfully,0.11813250673905747,12
ethnicity,Jharkhand,16,sound,0.11335354213913923,152
ethnicity,Jharkhand,17,heard,0.11268343715338279,274
ethnicity,Jharkhand,18,closer,0.11253842284471373,153
ethnicity,Jharkhand,19,voice,0.11242936151210034,103
ethnicity,Jharkhand,20,“why,0.11205445836247115,26
ethnicity,Kannada,1,sammy,0.3079835494453179,5
ethnicity,Kannada,2,yummy,0.2850557436671049,10
ethnicity,Kannada,3,benny,0.27358925333242307,60
ethnicity,Kannada,4,tilly,0.2561252071800967,7
ethnicity,Kannada,5,lucy,0.23515500109556856,14
ethnicity,Kannada,6,turtle,0.2330206688734073,40
ethnicity,Kannada,7,carrots,0.20251877995442996,27
ethnicity,Kannada,8,picnic,0.20251877995442996,27
ethnicity,Kannada,9,squirrel,0.18839009902529236,55
ethnicity,Kannada,10,juicy,0.18762221658556189,12
ethnicity,Kannada,11,hopped,0.18577813033986182,145
ethnicity,Kannada,12,squealed,0.18104004622231856,6
ethnicity,Kannada,13,hop,0.17414531298920874,95
ethnicity,Kannada,14,live,0.16546141702785006,7
ethnicity,Kannada,15,rabbit,0.16262324661014116,146
ethnicity,Kannada,16,replied,0.1606437862738152,172
ethnicity,Kannada,17,crawled,0.15276196370052048,8
ethnicity,Kannada,18,lily,0.15184817487922486,28
ethnicity,Kannada,19,crunchy,0.15086996800156857,17
ethnicity,Kannada,20,timmy,0.14212484939299977,9
ethnicity,Kashmiri,1,valley,0.7175954457344831,27
ethnicity,Kashmiri,2,kashmir,0.6187804147747462,7
ethnicity,Kashmiri,3,amina,0.5131003386007887,10
ethnicity,Kashmiri,4,mountains,0.3917159854680693,92
ethnicity,Kashmiri,5,ayaan,0.24552950923240743,13
ethnicity,Kashmiri,6,aisha,0.20085883659477258,5
ethnicity,Kashmiri,7,beloved,0.20085883659477258,5
ethnicity,Kashmiri,8,fading,0.20085883659477258,5
ethnicity,Kashmiri,9,shades,0.18141687427362418,58
ethnicity,Kashmiri,10,holds,0.18104006106022183,6
ethnicity,Kashmiri,11,though,0.18104004622231862,6
ethnicity,Kashmiri,12,pink,0.1658675514890844,101
ethnicity,Kashmiri,13,keyhole,0.16546142959178198,7
ethnicity,Kashmiri,14,house,0.15926064410450588,53
ethnicity,Kashmiri,15,meadows,0.15569362851987967,27
ethnicity,Kashmiri,16,large,0.15276195284244473,8
ethnicity,Kashmiri,17,gardens,0.15276195284244473,8
ethnicity,Kashmiri,18,sweet,0.15098230691206893,211
ethnicity,Kashmiri,19,flowed,0.1508699680015686,17
ethnicity,Kashmiri,20,cared,0.14212484939299977,9
ethnicity,Khasi,1,“the,0.23762970442158066,8
ethnicity,Khasi,2,hills,0.21848495853204636,177
ethnicity,Khasi,3,beautifully,0.165461429591782,7
ethnicity,Khasi,4,hollow,0.16546142959178198,7
ethnicity,Khasi,5,nestled,0.16493796471131192,66
ethnicity,Khasi,6,spreading,0.1527619528424447,8
ethnicity,Khasi,7,mia,0.1421248493929997,9
ethnicity,Khasi,8,star,0.1393118327850962,63
ethnicity,Khasi,9,pointed,0.13506289701539737,33
ethnicity,Khasi,10,curiosity,0.1214069527051884,55
ethnicity,Khasi,11,brighter,0.11592253901371187,78
ethnicity,Khasi,12,tall,0.11536409079622455,341
ethnicity,Khasi,13,wander,0.114329971851971,59
ethnicity,Khasi,14,quietly,0.11205444941263042,26
ethnicity,Khasi,15,moon,0.1088684770853294,27
ethnicity,Khasi,16,valley,0.1088684770853294,27
ethnicity,Khasi,17,moonlight,0.10630294570073645,14
ethnicity,Khasi,18,brightened,0.10630294570073645,14
ethnicity,Khasi,19,“yes,0.10630294570073645,14
ethnicity,Khasi,20,blanket,0.10628321914885205,64
ethnicity,Konkani,1,ear,0.6225468755101821,9
ethnicity,Konkani,2,sea,0.6059354282538179,47
ethnicity,Konkani,3,beach,0.5834226239876371,45
ethnicity,Konkani,4,ocean,0.5554067411550347,29
ethnicity,Konkani,5,waves,0.5038120803948045,46
ethnicity,Konkani,6,shell,0.4726143499750122,39
ethnicity,Konkani,7,sand,0.4658586755356403,53
ethnicity,Konkani,8,coral,0.462406200137788,9
ethnicity,Konkani,9,seagulls,0.41522520788405326,11
ethnicity,Konkani,10,shells,0.3983137442981521,16
ethnicity,Konkani,11,reefs,0.3767590459901914,6
ethnicity,Konkani,12,shore,0.31080716189482754,32
ethnicity,Konkani,13,underwater,0.3022655247653939,9
ethnicity,Konkani,14,bedside,0.28989197022397467,28
ethnicity,Konkani,15,sandy,0.28944337630029654,21
ethnicity,Konkani,16,seashell,0.2788995535252067,6
ethnicity,Konkani,17,dolphin,0.27889953066681505,6
ethnicity,Konkani,18,half,0.2744398280182443,23
ethnicity,Konkani,19,table,0.2728202264569654,31
ethnicity,Konkani,20,dolphins,0.27016836670185124,11
ethnicity,Kumaoni,1,mountains,0.33842129356765166,92
ethnicity,Kumaoni,2,bear,0.3123402250897608,13
ethnicity,Kumaoni,3,blow,0.20085883659477252,5
ethnicity,Kumaoni,4,storm,0.18104006106022183,6
ethnicity,Kumaoni,5,fear,0.18104006106022183,6
ethnicity,Kumaoni,6,acorns,0.16546142959178198,7
ethnicity,Kumaoni,7,kiran,0.16546142959178198,7
ethnicity,Kumaoni,8,poured,0.16546142959178198,7
ethnicity,Kumaoni,9,finally,0.14873293561301132,115
ethnicity,Kumaoni,10,lake,0.14212484939299974,9
ethnicity,Kumaoni,11,nestled,0.13410843859704796,66
ethnicity,Kumaoni,12,grateful,0.1331757647916449,107
ethnicity,Kumaoni,13,adventurous,0.13302602218027518,10
ethnicity,Kumaoni,14,ones,0.13084426599876417,21
ethnicity,Kumaoni,15,plants,0.1251115179198792,11
ethnicity,Kumaoni,16,each,0.12184735470667452,142
ethnicity,Kumaoni,17,rain,0.1181324929886749,12
ethnicity,Kumaoni,18,important,0.11540612520961661,25
ethnicity,Kumaoni,19,hills,0.11518237766583064,177
ethnicity,Kumaoni,20,softly,0.11500160825672909,150
ethnicity,Maithili,1,click,0.23001101524864354,22
ethnicity,Maithili,2,read,0.19763994611075025,11
ethnicity,Maithili,3,nothing,0.19763994611075025,11
ethnicity,Maithili,4,chest,0.18920450202790132,30
ethnicity,Maithili,5,promising,0.17871873842034436,13
ethnicity,Maithili,6,“maybe,0.17871873842034436,13
ethnicity,Maithili,7,bounced,0.16546142959178198,7
ethnicity,Maithili,8,early,0.16546142959178198,7
ethnicity,Maithili,9,carrot,0.15973720660182056,26
ethnicity,Maithili,10,search,0.155347102476458,40
ethnicity,Maithili,11,rest,0.15184817487922483,28
ethnicity,Maithili,12,lock,0.14992888380853175,42
ethnicity,Maithili,13,racing,0.1452991492871776,18
ethnicity,Maithili,14,key,0.14295954188276172,61
ethnicity,Maithili,15,imagination,0.1353330015346144,20
ethnicity,Maithili,16,ate,0.13302601371131556,10
ethnicity,Maithili,17,games,0.12916826799265524,51
ethnicity,Maithili,18,stream,0.12656233574413148,113
ethnicity,Maithili,19,splashed,0.12653482541113675,36
